City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Panzhihua,CN,26.5851,101.7128,74.39,79,0,0.83,clear sky
701,Halifax,CA,44.6453,-63.5724,61.68,84,13,1.01,few clouds
702,Kutum,SD,14.2,24.6667,72.0,78,81,19.15,broken clouds
703,Shellbrook,CA,53.2168,-106.4011,92.5,20,88,9.44,overcast clouds
704,Murgab,TM,37.4966,61.9714,75.07,31,0,9.22,clear sky
705,Aswan,EG,24.0934,32.907,88.84,16,12,5.82,few clouds
706,Arona,ES,28.0996,-16.681,64.92,72,0,21.85,clear sky
707,La Rioja,ES,42.25,-2.5,50.04,84,100,4.76,overcast clouds
708,Dzerzhinsk,RU,56.2389,43.4631,67.82,68,0,4.47,clear sky
709,Ahipara,NZ,-35.1667,173.1667,58.26,67,13,11.56,few clouds
710,Melfi,IT,40.9965,15.6514,76.23,60,4,8.08,clear sky
711,Itoman,JP,26.1247,127.6694,86.38,91,75,17.27,broken clouds
712,Ixtapa,MX,20.7,-105.2,87.22,70,75,11.5,broken clouds
713,Tabou,CI,4.423,-7.3528,76.23,81,96,6.29,overcast clouds
